source,headline,pubdate,headline_length,Date,Open,High,Low,Close,Volume,is_trading_day,sentiment,sentiment_confidence
BBC,"Nvidia, the chip giant caught between the US and China - BBC",2025-04-18,60,,,,,,,False,neutral,0.822765052318573
CIO Dive,Nvidia vows to invest up to $500B in US chip manufacturing - CIO Dive,2025-04-15,69,2025-04-15,110.94986159507806,113.59938217981929,110.4799456735416,112.17963409423828,228966900.0,True,neutral,0.6042598485946655
Manufacturing Today,Nvidia Commits $500B to AI Chipmaking in North America - Manufacturing Today,2025-04-17,76,2025-04-17,104.431042439729,104.45104308202085,100.03184700877075,101.4715805053711,292517500.0,True,neutral,0.5110082030296326
NVIDIA,AT&T improves AI agent performance using NVIDIA NeMo - NVIDIA,2025-04-23,61,2025-04-23,104.5010295750129,104.78098517141213,102.00148324580944,102.6913604736328,247526000.0,True,positive,0.9472548961639404
NVIDIA Blog,Making Brain Waves: AI Startup Speeds Disease Research With Lab in the Loop - NVIDIA Blog,2025-04-22,89,2025-04-22,98.76207440379945,99.79188628205247,97.26234659010818,98.87205505371094,241004800.0,True,neutral,0.8762901425361633
NVIDIA Blog,No Foolin’: GeForce NOW Gets 21 Games in April - NVIDIA Blog,2025-04-03,60,2025-04-03,103.49121334940357,105.61082365222038,101.58155638472346,101.78152465820312,338769400.0,True,neutral,0.8665482401847839
NPR,Nvidia discloses that U.S. will limit sales of advanced chips to China after all - NPR,2025-04-16,86,2025-04-16,104.53103311878802,106.77062454919468,100.4317709352981,104.47103881835938,397016900.0,True,negative,0.6377124786376953
NVIDIA Blog,Math Test? No Problems: NVIDIA Team Scores Kaggle Win With Reasoning Model - NVIDIA Blog,2025-04-15,88,2025-04-15,110.94986159507806,113.59938217981929,110.4799456735416,112.17963409423828,228966900.0,True,neutral,0.6503622531890869
The Next Platform,Nvidia Sacrifices Profits To Preserve Revenues In The US - The Next Platform,2025-04-16,76,2025-04-16,104.53103311878802,106.77062454919468,100.4317709352981,104.47103881835938,397016900.0,True,negative,0.797305703163147
The Guardian,Nvidia says it will build up to $500bn of US AI infrastructure as chip tariff looms - The Guardian,2025-04-15,98,2025-04-15,110.94986159507806,113.59938217981929,110.4799456735416,112.17963409423828,228966900.0,True,positive,0.6723988652229309
Andreessen Horowitz,Building an Efficient GPU Server with NVIDIA GeForce RTX 4090s/5090s - Andreessen Horowitz,2025-04-03,90,2025-04-03,103.49121334940357,105.61082365222038,101.58155638472346,101.78152465820312,338769400.0,True,neutral,0.8010706305503845
NVIDIA Developer,Startups Use AI to Deliver Better Maternal and Newborn Care | NVIDIA Technical Blog - NVIDIA Developer,2025-04-07,102,2025-04-07,87.444123819458,101.73153089146868,86.60427995314998,97.62227630615234,611041300.0,True,neutral,0.8145406246185303
NVIDIA Blog,NVIDIA Showcases Real-Time AI and Intelligent Media Workflows at NAB - NVIDIA Blog,2025-04-03,82,2025-04-03,103.49121334940357,105.61082365222038,101.58155638472346,101.78152465820312,338769400.0,True,neutral,0.9185449481010437
NVIDIA Developer,Accelerating Apache Parquet Scans on Apache Spark with GPUs | NVIDIA Technical Blog - NVIDIA Developer,2025-04-03,102,2025-04-03,103.49121334940357,105.61082365222038,101.58155638472346,101.78152465820312,338769400.0,True,neutral,0.9317689538002014
NVIDIA Blog,Keeping AI on the Planet: NVIDIA Technologies Make Every Day About Earth Day - NVIDIA Blog,2025-04-22,90,2025-04-22,98.76207440379945,99.79188628205247,97.26234659010818,98.87205505371094,241004800.0,True,neutral,0.928493082523346
NVIDIA Blog,Spring Into Action With 11 New Games on GeForce NOW - NVIDIA Blog,2025-04-17,65,2025-04-17,104.431042439729,104.45104308202085,100.03184700877075,101.4715805053711,292517500.0,True,positive,0.5140466094017029
Tom's Guide,I just used Nvidia Reflex 2 playing The Finals — here's what the latency drop actually feels like - Tom's Guide,2025-03-30,111,,,,,,,False,neutral,0.9179236888885498
Yahoo Finance,Nvidia stock dives after chipmaker discloses $5.5 billion hit from 'surprise' China chip controls - Yahoo Finance,2025-04-16,113,2025-04-16,104.53103311878802,106.77062454919468,100.4317709352981,104.47103881835938,397016900.0,True,negative,0.9621323943138123
Rest of World,Trump’s tariffs are testing Nvidia’s chip supremacy. Can Jensen Huang weather the storm? - Rest of World,2025-04-08,104,2025-04-08,103.79115551332612,105.83078615825814,94.44285411172834,96.28252410888672,476243400.0,True,neutral,0.8379258513450623
NVIDIA Developer,Build Enterprise AI Agents with Advanced Open NVIDIA Llama Nemotron Reasoning Models | NVIDIA Technical Blog - NVIDIA Developer,2025-04-08,127,2025-04-08,103.79115551332612,105.83078615825814,94.44285411172834,96.28252410888672,476243400.0,True,neutral,0.9242842793464661
The Economist,Nvidia and Jensen Huang are a study in contradictions - The Economist,2025-04-10,69,2025-04-10,109.35015243101728,110.8398798648056,99.13200610877084,107.55047607421876,437812400.0,True,neutral,0.8357250094413757
Reuters,Exclusive: China's H3C warns of Nvidia AI chip shortage amid surging demand - Reuters,2025-03-28,85,2025-03-28,111.46977019973694,112.84952470784616,109.05021109179135,109.6501007080078,229872500.0,True,negative,0.9426254630088806
Supply Chain Dive,Nvidia to spend $500B to manufacture AI chips in US - Supply Chain Dive,2025-04-21,71,2025-04-21,98.75207336541833,99.42195758129024,95.02275450080649,96.89241790771484,288501100.0,True,positive,0.6194561123847961
Yahoo Finance,"Nvidia stock falls again, market cap losses near $270 billion after Trump administration's new export controls - Yahoo Finance",2025-04-17,126,2025-04-17,104.431042439729,104.45104308202085,100.03184700877075,101.4715805053711,292517500.0,True,negative,0.9678892493247986
NVIDIA Developer,NVIDIA Llama Nemotron Ultra Open Model Delivers Groundbreaking Reasoning Accuracy - NVIDIA Developer,2025-04-15,100,2025-04-15,110.94986159507806,113.59938217981929,110.4799456735416,112.17963409423828,228966900.0,True,positive,0.8422034978866577
Morningstar Canada,Nvidia Stock: Lowering our Fair Value Due to Heightened China Restrictions - Morningstar Canada,2025-04-16,95,2025-04-16,104.53103311878802,106.77062454919468,100.4317709352981,104.47103881835938,397016900.0,True,negative,0.9544976949691772
TechTarget,What is Nvidia? - TechTarget,2025-03-31,28,2025-03-31,105.11091847763528,110.93986229194256,103.63119133667838,108.3603286743164,299212700.0,True,neutral,0.940593957901001
dallasinnovates.com,NVIDIA To Manufacture AI Supercomputers in North Texas as Part of Half‑Trillion-Dollar Push - dallasinnovates.com,2025-04-15,113,2025-04-15,110.94986159507806,113.59938217981929,110.4799456735416,112.17963409423828,228966900.0,True,neutral,0.8110401630401611
CNN,"Nvidia, caught in the US-China trade war, takes a $5.5 billion hit - CNN",2025-04-16,72,2025-04-16,104.53103311878802,106.77062454919468,100.4317709352981,104.47103881835938,397016900.0,True,negative,0.692812442779541
NVIDIA Developer,Evaluating and Enhancing RAG Pipeline Performance Using Synthetic Data | NVIDIA Technical Blog - NVIDIA Developer,2025-04-07,113,2025-04-07,87.444123819458,101.73153089146868,86.60427995314998,97.62227630615234,611041300.0,True,neutral,0.7592928409576416
The New York Times,Nvidia Says U.S. Will Restrict Sales of More of Its A.I. Chips to China - The New York Times,2025-04-15,92,2025-04-15,110.94986159507806,113.59938217981929,110.4799456735416,112.17963409423828,228966900.0,True,negative,0.686028778553009
Reuters,"Chinese firms place $16 billion in order for new Nvidia chips, the Information reports - Reuters",2025-04-02,96,2025-04-02,107.2705266243207,111.95967777974948,106.77061737970816,110.39995574951172,220601200.0,True,neutral,0.8670231699943542
NVIDIA Developer,AI-Generated Heat Maps Keep Seniors and their Privacy Safe | NVIDIA Technical Blog - NVIDIA Developer,2025-04-16,101,2025-04-16,104.53103311878802,106.77062454919468,100.4317709352981,104.47103881835938,397016900.0,True,neutral,0.9262548685073853
GamersNexus,"Get It Together, NVIDIA | Terrible GPU Driver Stability - GamersNexus",2025-04-14,69,2025-04-14,114.08928762467488,114.26925525660798,109.05020155855787,110.68990325927734,264705000.0,True,neutral,0.9263541102409363
The New York Times,"Washington Takes Aim at DeepSeek and Its American Chip Supplier, Nvidia - The New York Times",2025-04-16,92,2025-04-16,104.53103311878802,106.77062454919468,100.4317709352981,104.47103881835938,397016900.0,True,neutral,0.6656240224838257
NVIDIA Developer,Stanford Das Lab Accelerates RNA Folding Research with NVIDIA DGX Cloud - NVIDIA Developer,2025-04-09,90,2025-04-09,98.872049939819,115.07910675948128,97.51229618216108,114.30924987792967,612918300.0,True,neutral,0.7183825969696045
NVIDIA Blog,Myth and Mystery Await: GeForce NOW Brings ‘South of Midnight’ to the Cloud at Launch - NVIDIA Blog,2025-04-10,99,2025-04-10,109.35015243101728,110.8398798648056,99.13200610877084,107.55047607421876,437812400.0,True,neutral,0.8753495812416077
IEEE Spectrum,"Nvidia Blackwell Ahead in AI Inference, AMD Second - IEEE Spectrum",2025-04-02,66,2025-04-02,107.2705266243207,111.95967777974948,106.77061737970816,110.39995574951172,220601200.0,True,neutral,0.5981063842773438
CNBC,U.S. chip controls will benefit China's Nvidia rivals like Huawei: Analysts - CNBC,2025-04-21,82,2025-04-21,98.75207336541833,99.42195758129024,95.02275450080649,96.89241790771484,288501100.0,True,neutral,0.6896553635597229
NVIDIA Developer,NVIDIA Accelerates Inference on Meta Llama 4 Scout and Maverick | NVIDIA Technical Blog - NVIDIA Developer,2025-04-05,106,,,,,,,False,neutral,0.7887136936187744
Oracle Blogs,Accelerate AI Inference with NVIDIA NIM on OCI Marketplace - Oracle Blogs,2025-04-10,73,2025-04-10,109.35015243101728,110.8398798648056,99.13200610877084,107.55047607421876,437812400.0,True,neutral,0.7285431027412415
NVIDIA Blog,All Roads Lead Back to Oblivion: Bethesda’s ‘The Elder Scrolls IV: Oblivion Remastered’ Arrives on GeForce NOW - NVIDIA Blog,2025-04-24,124,2025-04-24,103.46121375263034,106.52065568558211,103.09127819009328,106.41067504882812,220815000.0,True,neutral,0.9193410277366638
NVIDIA Newsroom,NVIDIA Announces DGX Spark and DGX Station Personal AI Computers - NVIDIA Newsroom,2025-03-18,82,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,neutral,0.9326182007789612
NVIDIA Newsroom,NVIDIA Dynamo Open-Source Library Accelerates and Scales AI Reasoning Models - NVIDIA Newsroom,2025-03-18,94,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,neutral,0.8905901908874512
NVIDIA Newsroom,General Motors and NVIDIA Collaborate on AI for Next-Generation Vehicle Experience and Manufacturing - NVIDIA Newsroom,2025-03-18,118,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,neutral,0.818101167678833
NVIDIA Newsroom,NVIDIA and Telecom Industry Leaders to Develop AI-Native Wireless Networks for 6G - NVIDIA Newsroom,2025-03-18,99,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,neutral,0.7865256071090698
NVIDIA,"Project G-Assist: An AI Assistant For GeForce RTX AI PCs, Is Available Now In NVIDIA App - NVIDIA",2025-03-25,97,2025-03-25,120.52812446850508,121.26798803028822,118.89841541478116,120.66809844970705,167447200.0,True,neutral,0.9420098662376404
NVIDIA Newsroom,NVIDIA to Build Accelerated Quantum Computing Research Center - NVIDIA Newsroom,2025-03-18,79,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,neutral,0.9092531800270081
NVIDIA Newsroom,"NVIDIA Blackwell RTX PRO Comes to Workstations and Servers for Designers, Developers, Data Scientists and Creatives to Build and Collaborate With Agentic AI - NVIDIA Newsroom",2025-03-18,174,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,neutral,0.9001215696334839
NVIDIA Newsroom,NVIDIA and GE HealthCare Collaborate to Advance the Development of Autonomous Diagnostic Imaging With Physical AI - NVIDIA Newsroom,2025-03-18,131,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,neutral,0.7717618346214294
NVIDIA Newsroom,NVIDIA Blackwell Ultra AI Factory Platform Paves Way for Age of AI Reasoning - NVIDIA Newsroom,2025-03-18,94,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,neutral,0.803467869758606
NVIDIA,"NVIDIA App Update Adds Project G-Assist, DLSS Super Resolution Custom Scaling & New Control Panel Features - NVIDIA",2025-03-25,115,2025-03-25,120.52812446850508,121.26798803028822,118.89841541478116,120.66809844970705,167447200.0,True,neutral,0.8162809014320374
NVIDIA Newsroom,NVIDIA Omniverse Physical AI Operating System Expands to More Industries and Partners - NVIDIA Newsroom,2025-03-18,103,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,neutral,0.8290492296218872
NVIDIA Newsroom,NVIDIA CEO Jensen Huang and Industry Visionaries to Unveil What’s Next in AI at GTC 2025 - NVIDIA Newsroom,2025-03-05,106,2025-03-05,117.54784364725772,118.24764914601728,114.4786835987416,117.2679214477539,284337900.0,True,neutral,0.9220741391181946
NVIDIA Newsroom,NVIDIA and Storage Industry Leaders Unveil New Class of Enterprise Infrastructure for the Age of AI - NVIDIA Newsroom,2025-03-18,117,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,neutral,0.6898244023323059
NVIDIA Newsroom,NVIDIA Launches Family of Open Reasoning AI Models for Developers and Enterprises to Build Agentic AI Platforms - NVIDIA Newsroom,2025-03-18,129,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,neutral,0.8678992390632629
NVIDIA Newsroom,NVIDIA Announces Major Release of Cosmos World Foundation Models and Physical AI Data Tools - NVIDIA Newsroom,2025-03-18,109,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,neutral,0.9227455854415894
NVIDIA Blog,GTC 2025 – Announcements and Live Updates - NVIDIA Blog,2025-03-25,55,2025-03-25,120.52812446850508,121.26798803028822,118.89841541478116,120.66809844970705,167447200.0,True,neutral,0.9469242691993713
NVIDIA Newsroom,NVIDIA and Microsoft Open Next Era of Gaming With Groundbreaking Neural Shading Technology - NVIDIA Newsroom,2025-03-13,108,2025-03-13,117.00876245655115,117.73863334670654,113.76935252443204,115.55902862548828,299033100.0,True,neutral,0.6276482343673706
NVIDIA Blog,NVIDIA Honors Americas Partners Advancing Agentic and Physical AI - NVIDIA Blog,2025-03-19,79,2025-03-19,117.24871784817984,120.42814113812436,115.65901001721268,117.49867248535156,273426200.0,True,neutral,0.8366261720657349
NVIDIA Newsroom,Oracle and NVIDIA Collaborate to Help Enterprises Accelerate Agentic AI Inference - NVIDIA Newsroom,2025-03-18,99,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,neutral,0.7979360222816467
NVIDIA Blog,AI on the Menu: Yum! Brands and NVIDIA Partner to Accelerate Restaurant Industry Innovation - NVIDIA Blog,2025-03-18,105,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,positive,0.7873303294181824
NVIDIA Newsroom,NVIDIA Announces Isaac GR00T N1 — the World’s First Open Humanoid Robot Foundation Model — and Simulation Frameworks to Speed Robot Development - NVIDIA Newsroom,2025-03-18,161,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,neutral,0.7772484421730042
NVIDIA Blog,"NVIDIA Launches NVIDIA Halos, a Full-Stack, Comprehensive Safety System for Autonomous Vehicles - NVIDIA Blog",2025-03-18,109,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,neutral,0.7641128897666931
NVIDIA Blog,"Utah to Advance AI Education, Training - NVIDIA Blog",2025-03-10,52,2025-03-10,109.8699441866197,111.81940781621752,105.43115607331026,106.95074462890624,366487400.0,True,neutral,0.8266949653625488
NVIDIA,"Half-Life 2 RTX Playable Demo Out Now, NVIDIA RTX Remix Officially Released With DLSS 4 & RTX Neural Shaders - NVIDIA",2025-03-18,117,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,neutral,0.8296093940734863
NVIDIA Blog,"NVIDIA Reveals Neural Rendering, AI Advancements at GDC 2025 - NVIDIA Blog",2025-03-13,74,2025-03-13,117.00876245655115,117.73863334670654,113.76935252443204,115.55902862548828,299033100.0,True,neutral,0.8836098909378052
NVIDIA Blog,NVIDIA Accelerates Science and Engineering With CUDA-X Libraries Powered by GH200 and GB200 Superchips - NVIDIA Blog,2025-03-18,116,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,positive,0.5051172971725464
NVIDIA Newsroom,NVIDIA Blackwell Ultra DGX SuperPOD Delivers Out-of-the-Box AI Supercomputer for Enterprises to Build AI Factories - NVIDIA Newsroom,2025-03-18,132,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,neutral,0.8526048064231873
NVIDIA Newsroom,NVIDIA Blackwell Accelerates Computer-Aided Engineering Software by Orders of Magnitude for Real-Time Digital Twins - NVIDIA Newsroom,2025-03-18,133,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,neutral,0.8009511232376099
Cisco Newsroom,Cisco to Deliver Secure AI Infrastructure with NVIDIA - Cisco Newsroom,2025-03-18,70,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,neutral,0.6798192262649536
Microsoft Azure,Microsoft and NVIDIA accelerate AI development and performance - Microsoft Azure,2025-03-18,80,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,positive,0.5803256034851074
NVIDIA Blog,NVIDIA Blackwell Universal Data Center GPU Accelerates Demanding Enterprise Workloads - NVIDIA Blog,2025-03-18,99,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,neutral,0.6299152374267578
NVIDIA Blog,New NVIDIA Software for Blackwell Infrastructure Runs AI Factories at Light Speed - NVIDIA Blog,2025-03-18,95,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,neutral,0.896247923374176
NVIDIA Developer,"NVIDIA Dynamo, A Low-Latency Distributed Inference Framework for Scaling Reasoning AI Models - NVIDIA Developer",2025-03-18,111,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,neutral,0.903489887714386
NVIDIA Blog,NVIDIA Blackwell Powers Real-Time AI for Entertainment Workflows - NVIDIA Blog,2025-03-19,78,2025-03-19,117.24871784817984,120.42814113812436,115.65901001721268,117.49867248535156,273426200.0,True,neutral,0.9238465428352356
NVIDIA Blog,NVIDIA Unveils Open Physical AI Dataset to Advance Robotics and Autonomous Vehicle Development - NVIDIA Blog,2025-03-18,108,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,neutral,0.7990916967391968
NVIDIA Blog,NVIDIA Accelerated Quantum Research Center to Bring Quantum Computing Closer - NVIDIA Blog,2025-03-18,90,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,positive,0.6870489716529846
NVIDIA Developer,NVIDIA RTX Advances with Neural Rendering and Digital Human Technologies at GDC 2025 | NVIDIA Technical Blog - NVIDIA Developer,2025-03-17,127,2025-03-17,122.71772499646224,122.86769930249316,118.00858060635532,119.50830841064452,255501500.0,True,neutral,0.7291301488876343
NVIDIA,NVIDIA ACE Autonomous Game Characters Debut This Month In inZOI & NARAKA: BLADEPOINT MOBILE PC VERSION - NVIDIA,2025-03-13,111,2025-03-13,117.00876245655115,117.73863334670654,113.76935252443204,115.55902862548828,299033100.0,True,neutral,0.9096100926399231
General Motors,GM’s path to the future gets an AI infusion from NVIDIA - General Motors,2025-03-18,72,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,positive,0.8653436303138733
NVIDIA Blog,"Innovation to Impact: How NVIDIA Research Fuels Transformative Work in AI, Graphics and Beyond - NVIDIA Blog",2025-03-19,108,2025-03-19,117.24871784817984,120.42814113812436,115.65901001721268,117.49867248535156,273426200.0,True,neutral,0.8694061040878296
NVIDIA Blog,"Survey Shows How AI Is Reshaping Healthcare and Life Sciences, From Lab to Bedside - NVIDIA Blog",2025-03-06,96,2025-03-06,113.49895407905146,115.31845609620828,110.18986163701832,110.53976440429688,321181900.0,True,neutral,0.8094695210456848
NVIDIA Blog,"AI Factories, Built Smarter: New Omniverse Blueprint Advances AI Factory Design and Simulation - NVIDIA Blog",2025-03-18,108,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,neutral,0.815348207950592
NVIDIA Blog,Oscars Gold: NVIDIA Researchers Honored for Advancing the Art and Science of Filmmaking - NVIDIA Blog,2025-03-06,101,2025-03-06,113.49895407905146,115.31845609620828,110.18986163701832,110.53976440429688,321181900.0,True,positive,0.6598732471466064
[H]ard|Forum,Start-up claims their new GPU is faster than NVIDIA's 5090 - [H]ard|Forum,2025-03-11,73,2025-03-11,106.96074247458569,112.20930691241836,104.7413482919328,108.73026275634766,354865700.0,True,positive,0.8233140707015991
NVIDIA Developer,NVIDIA Virtual GPU 18.0 Enables VDI for AI on Every Virtualized Platform - NVIDIA Developer,2025-03-19,91,2025-03-19,117.24871784817984,120.42814113812436,115.65901001721268,117.49867248535156,273426200.0,True,neutral,0.8636738061904907
attheu.utah.edu,U taps NVIDIA’s AI expertise - attheu.utah.edu,2025-03-10,46,2025-03-10,109.8699441866197,111.81940781621752,105.43115607331026,106.95074462890624,366487400.0,True,neutral,0.9493706822395325
NVIDIA Blog,NVIDIA Aerial Expands With New Tools for Building AI-Native Wireless Networks - NVIDIA Blog,2025-03-18,91,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,positive,0.831748366355896
NVIDIA Blog,"NVIDIA Open-Sources cuOpt, Ushering in New Era of Decision Optimization - NVIDIA Blog",2025-03-18,85,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,neutral,0.5586761832237244
NVIDIA Blog,Full Steam Ahead: NVIDIA-Certified Program Expands to Enterprise Storage for Faster AI Factory Deployment - NVIDIA Blog,2025-03-18,119,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,positive,0.664915144443512
NVIDIA Blog,Driving Impact: NVIDIA Expands Automotive Ecosystem to Bring Physical AI to the Streets - NVIDIA Blog,2025-03-18,101,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,positive,0.8258262276649475
NVIDIA Developer,NVIDIA cuML Brings Zero Code Change Acceleration to scikit-learn | NVIDIA Technical Blog - NVIDIA Developer,2025-03-18,107,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,neutral,0.8578415513038635
NVIDIA Blog,Accelerating AI Development With NVIDIA RTX PRO Blackwell Series GPUs and NVIDIA NIM Microservices for RTX - NVIDIA Blog,2025-03-18,120,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,positive,0.7996296286582947
NVIDIA Developer,Scale Synthetic Data and Physical AI Reasoning with NVIDIA Cosmos World Foundation Models - NVIDIA Developer,2025-03-18,108,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,neutral,0.9286928176879883
Microsoft Azure,"Accelerating agentic workflows with Azure AI Foundry, NVIDIA NIM, and NVIDIA AgentIQ - Microsoft Azure",2025-03-18,102,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,positive,0.8800625205039978
NVIDIA Developer,NVIDIA CUDA-Q Powers Quantum Applications Research | NVIDIA Technical Blog - NVIDIA Developer,2025-03-20,93,2025-03-20,116.5288475567653,120.17817892707568,116.44886024718888,118.50848388671876,248829700.0,True,neutral,0.9410322308540344
NVIDIA Blog,"EPRI, NVIDIA and Collaborators Launch Open Power AI Consortium to Transform the Future of Energy - NVIDIA Blog",2025-03-20,110,2025-03-20,116.5288475567653,120.17817892707568,116.44886024718888,118.50848388671876,248829700.0,True,positive,0.5078251957893372
NVIDIA Blog,"From AT&T to the United Nations, AI Agents Redefine Work With NVIDIA AI Enterprise - NVIDIA Blog",2025-03-18,96,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,neutral,0.8334349989891052
Synopsys,Synopsys Accelerates Chip Design with NVIDIA Grace Blackwell and AI to Speed Electronic Design Automation - Synopsys,2025-03-18,116,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,positive,0.5296411514282227
NVIDIA,"Over 100 DLSS 4 with Multi Frame Generation Games & Apps Out Now, More Coming Soon, Including The Half-Life 2 RTX Demo | GeForce News - NVIDIA",2025-03-13,142,2025-03-13,117.00876245655115,117.73863334670654,113.76935252443204,115.55902862548828,299033100.0,True,neutral,0.8662286996841431
NVIDIA Developer,NVIDIA Aerial Omniverse Digital Twin Boosts Development of AI-Native Wireless and Deployment Flexibility - NVIDIA Developer,2025-03-19,123,2025-03-19,117.24871784817984,120.42814113812436,115.65901001721268,117.49867248535156,273426200.0,True,positive,0.9443084001541138
NVIDIA Blog,NVIDIA NIM Microservices Now Available to Streamline Agentic Workflows on RTX AI PCs and Workstations - NVIDIA Blog,2025-03-25,115,2025-03-25,120.52812446850508,121.26798803028822,118.89841541478116,120.66809844970705,167447200.0,True,neutral,0.8427631855010986
NVIDIA Blog,AI Factories Are Redefining Data Centers and Enabling the Next Era of AI - NVIDIA Blog,2025-03-18,86,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,positive,0.5457161068916321
NVIDIA Developer,Spotlight: AXA Explores AI-Driven Hurricane Risk Assessment | NVIDIA Technical Blog - NVIDIA Developer,2025-03-25,102,2025-03-25,120.52812446850508,121.26798803028822,118.89841541478116,120.66809844970705,167447200.0,True,neutral,0.81682950258255
Magna International,Magna and NVIDIA Team Up to Advance Next-Gen Automotive Technologies - Magna International,2025-03-18,90,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,positive,0.6084144711494446
NVIDIA Developer,Deploying the NVIDIA AI Blueprint for Cost-Efficient LLM Routing | NVIDIA Technical Blog - NVIDIA Developer,2025-03-26,107,2025-03-26,118.70845626054094,118.8184292799946,112.68954449720724,113.7393569946289,293463300.0,True,neutral,0.8277572393417358
NVIDIA Developer,Seamlessly Scale AI Across Cloud Environments with NVIDIA DGX Cloud Serverless Inference - NVIDIA Developer,2025-03-18,107,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,neutral,0.7879765629768372
NVIDIA Blog,Enterprises Ignite Big Savings With NVIDIA-Accelerated Apache Spark - NVIDIA Blog,2025-03-18,81,2025-03-18,117.9785832327416,118.99839474842912,114.51921213127834,115.40904998779295,299686900.0,True,positive,0.6853490471839905
NVIDIA Developer,Accelerating the Future of Transportation with SES AI’s NVIDIA-Powered Innovation for Electric Vehicles - NVIDIA Developer,2025-03-25,122,2025-03-25,120.52812446850508,121.26798803028822,118.89841541478116,120.66809844970705,167447200.0,True,positive,0.5560926795005798
Bain & Company,Nvidia GTC 2025: AI Matures into Enterprise Infrastructure - Bain & Company,2025-03-24,75,2025-03-24,119.85824123014484,122.19782052957932,119.31833831489072,121.38796997070312,228452500.0,True,neutral,0.7762981653213501
NVIDIA Blog,Drop It Like It’s Mod: Breathing New Life Into Classic Games With AI in NVIDIA RTX Remix - NVIDIA Blog,2025-03-13,102,2025-03-13,117.00876245655115,117.73863334670654,113.76935252443204,115.55902862548828,299033100.0,True,neutral,0.9327837228775024
